STT,Giới tính sinh học,Bản dạng giới,Hấp dẫn tình cảm,Đối tượng hấp dẫn tình dục,Xu hướng tính dục (lần 1),Bạn có muốn xác định rõ thêm cho xu hướng tình cảm ,Bạn có thể bắt đầu mối quan hệ tình cảm với người chưa quen biết nhiều hay không?,Bạn có thể lâu lâu có hứng bắt đầu một mối quan hệ tình cảm một lần không?,Bạn nghĩ bạn được hấp dẫn tình cảm bởi bao nhiêu giới?,"Bạn có ""mù giới"" (tức không để ý giới và giới tính của đối phương) khi bắt đầu một mối quan hệ hay không?",Bạn có muốn xác định rõ thêm cho xu hướng tình dục?,Bạn có thể quan hệ tình dục với người chưa quen biết nhiều hay không?,Bạn có thể lâu lâu có hứng quan hệ tình dục một lần không?,Bạn nghĩ bạn được hấp dẫn tình dục bởi bao nhiêu giới?,"Bạn có ""mù giới"" (tức không để ý giới và giới tính của đối phương) khi quan hệ tình dục hay không?",Xu hướng tính dục
1419,liên giới tính,Nam,Không,Nhiều hơn hai giới ,Vô ái toàn tính,Có,Có,Không,bỏ,bỏ,Có,Bỏ,Bỏ,Tất cả các giới,Có,Vô ái toàn tính (mù giới)
1420,liên giới tính,Nam,Không,Nhiều hơn hai giới ,Vô ái toàn tính,Có,Có,Không,bỏ,bỏ,Có,Bỏ,Bỏ,Tất cả các giới,Không,Vô ái toàn tính (không mù giới)
1421,liên giới tính,Nam,Không,Nhiều hơn hai giới ,Vô ái toàn tính,Có,Có,Không,bỏ,bỏ,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Vô ái đa tính
1422,liên giới tính,Nam,Không,Nhiều hơn hai giới ,Vô ái toàn tính,Có,Có,Có,bỏ,bỏ,Có,Bỏ,Bỏ,Tất cả các giới,Có,Bán vô ái toàn tính (mù giới)
1423,liên giới tính,Nam,Nữ,Không ,Dị ái vô tính,bỏ,bỏ,bỏ,bỏ,bỏ,Có,Không,Có,bỏ,bỏ,Dị ái á tính
1424,liên giới tính,Nam,Nữ,Không ,Dị ái vô tính,bỏ,bỏ,bỏ,bỏ,bỏ,Có,Không,Không,bỏ,bỏ,Dị ái á tính
1425,liên giới tính,Nam,Nữ,Không ,Dị ái vô tính,bỏ,bỏ,bỏ,bỏ,bỏ,Có,Không hẳn,Có,bỏ,bỏ,Dị ái bán vô tính
1426,liên giới tính,Nam,Nữ,Không ,Dị ái vô tính,bỏ,bỏ,bỏ,bỏ,bỏ,Có,Không hẳn,Không,bỏ,bỏ,Dị ái vô tính
1427,liên giới tính,Nam,Nữ,Không ,Dị ái vô tính,bỏ,bỏ,bỏ,bỏ,bỏ,Có,Có,Không,bỏ,bỏ,Dị ái vô tính
1428,liên giới tính,Nam,Nữ,Không ,Dị ái vô tính,bỏ,bỏ,bỏ,bỏ,bỏ,Có,Có,Có,bỏ,bỏ,Dị ái bán vô tính
1429,liên giới tính,Nam,Nữ,Không ,Dị ái vô tính,bỏ,bỏ,bỏ,bỏ,bỏ,Không,Bỏ,bỏ ,bỏ,bỏ,Dị ái vô tính
1430,liên giới tính,Nam,Nam,Không ,Đồng ái vô tính,bỏ,bỏ,bỏ,bỏ,bỏ,Có,Không,Có,bỏ,bỏ,Đồng ái á tính
1431,liên giới tính,Nam,Nam,Không ,Đồng ái vô tính,bỏ,bỏ,bỏ,bỏ,bỏ,Có,Không,Không,bỏ,bỏ,Đồng ái ái á tính
1432,liên giới tính,Nam,Nam,Không ,Đồng ái vô tính,bỏ,bỏ,bỏ,bỏ,bỏ,Có,Không hẳn,Có,bỏ,bỏ,Đồng ái bán vô tính
1433,liên giới tính,Nam,Nam,Không ,Đồng ái vô tính,bỏ,bỏ,bỏ,bỏ,bỏ,Có,Không hẳn,Không,bỏ,bỏ,Đồng ái vô tính
1434,liên giới tính,Nam,Nam,Không ,Đồng ái vô tính,bỏ,bỏ,bỏ,bỏ,bỏ,Có,Có,Không,bỏ,bỏ,Đồng ái vô tính
1435,liên giới tính,Nam,Nam,Không ,Đồng ái vô tính,bỏ,bỏ,bỏ,bỏ,bỏ,Có,Có,Có,bỏ,bỏ,Đồng ái bán vô tính
1436,liên giới tính,Nam,Nam,Không ,Đồng ái vô tính,bỏ,bỏ,bỏ,bỏ,bỏ,Không,Bỏ,bỏ ,bỏ,bỏ,Đồng ái vô tính
1437,liên giới tính,Nam,Nam và Nữ,Không ,Song ái vô tính,bỏ,bỏ,bỏ,bỏ,bỏ,Có,Không,Có,bỏ,bỏ,Song ái á tính
1438,liên giới tính,Nam,Nam và Nữ,Không ,Song ái vô tính,bỏ,bỏ,bỏ,bỏ,bỏ,Có,Không,Không,bỏ,bỏ,Song ái ái á tính
1439,liên giới tính,Nam,Nam và Nữ,Không ,Song ái vô tính,bỏ,bỏ,bỏ,bỏ,bỏ,Có,Không hẳn,Có,bỏ,bỏ,Song ái bán vô tính
1440,liên giới tính,Nam,Nam và Nữ,Không ,Song ái vô tính,bỏ,bỏ,bỏ,bỏ,bỏ,Có,Không hẳn,Không,bỏ,bỏ,Song ái vô tính
1441,liên giới tính,Nam,Nam và Nữ,Không ,Song ái vô tính,bỏ,bỏ,bỏ,bỏ,bỏ,Có,Có,Không,bỏ,bỏ,Song ái vô tính
1442,liên giới tính,Nam,Nam và Nữ,Không ,Song ái vô tính,bỏ,bỏ,bỏ,bỏ,bỏ,Có,Có,Có,bỏ,bỏ,Song ái bán vô tính
1443,liên giới tính,Nam,Nam và Nữ,Không ,Song ái vô tính,bỏ,bỏ,bỏ,bỏ,bỏ,Không,Bỏ,bỏ ,bỏ,bỏ,Song ái vô tính
1444,liên giới tính,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Không,bỏ,bỏ,bỏ,bỏ,Có,Không,Có,bỏ,bỏ,Toàn ái á tính
1445,liên giới tính,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Không,bỏ,bỏ,bỏ,bỏ,Có,Không,Không,bỏ,bỏ,Toàn ái ái á tính
1446,liên giới tính,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Không,bỏ,bỏ,bỏ,bỏ,Có,Không hẳn,Có,bỏ,bỏ,Toàn ái bán vô tính
1447,liên giới tính,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Không,bỏ,bỏ,bỏ,bỏ,Có,Không hẳn,Không,bỏ,bỏ,Toàn ái vô tính
1448,liên giới tính,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Không,bỏ,bỏ,bỏ,bỏ,Có,Có,Không,bỏ,bỏ,Toàn ái vô tính
1449,liên giới tính,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Không,bỏ,bỏ,bỏ,bỏ,Có,Có,Có,bỏ,bỏ,Toàn ái bán vô tính
1450,liên giới tính,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Không,bỏ,bỏ,bỏ,bỏ,Không,Bỏ,bỏ ,bỏ,bỏ,Toàn ái vô tính
1451,liên giới tính,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Có,bỏ,bỏ,Tất cả các giới,Có,Không,,,bỏ,bỏ,Toàn ái (mù giới) vô tính
1452,liên giới tính,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Có,bỏ,bỏ,Tất cả các giới,Không,Không,,,bỏ,bỏ,Toàn ái (không mù giới) vô tính
1453,liên giới tính,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Có,bỏ,bỏ,Nhiều hơn hai giới,Bỏ,Không,,,bỏ,bỏ,Đa ái vô tính
1454,liên giới tính,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Có,bỏ,bỏ,Tất cả các giới,Có,Có,Không,Có,bỏ,bỏ,Toàn ái (mù giới) á tính
1455,liên giới tính,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Có,bỏ,bỏ,Tất cả các giới,Có,Có,Không,Không,bỏ,bỏ,Toàn ái (mù giới) á tính
1456,liên giới tính,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Có,bỏ,bỏ,Tất cả các giới,Có,Có,Không hẳn,Có,bỏ,bỏ,Toàn ái (mù giới) bán vô tính
1457,liên giới tính,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Có,bỏ,bỏ,Tất cả các giới,Có,Có,Không hẳn,Không,bỏ,bỏ,Toàn ái (mù giới) vô tính
1458,liên giới tính,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Có,bỏ,bỏ,Tất cả các giới,Có,Có,Có,Không,bỏ,bỏ,Toàn ái (mù giới) vô tính
1459,liên giới tính,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Có,bỏ,bỏ,Tất cả các giới,Có,Có,Có,Có,bỏ,bỏ,Toàn ái (mù giới) bán vô tính
1460,liên giới tính,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Có,bỏ,bỏ,Tất cả các giới,Không,Có,Không,Có,bỏ,bỏ,Toàn ái (không mù giới) á tính
1461,liên giới tính,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Có,bỏ,bỏ,Tất cả các giới,Không,Có,Không,Không,bỏ,bỏ,Toàn ái (không mù giới) á tính
1462,liên giới tính,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Có,bỏ,bỏ,Tất cả các giới,Không,Có,Không hẳn,Có,bỏ,bỏ,Toàn ái (không mù giới) bán vô tính
1463,liên giới tính,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Có,bỏ,bỏ,Tất cả các giới,Không,Có,Không hẳn,Không,bỏ,bỏ,Toàn ái (không mù giới) vô tính
1464,liên giới tính,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Có,bỏ,bỏ,Tất cả các giới,Không,Có,Có,Không,bỏ,bỏ,Toàn ái (không mù giới) vô tính
1465,liên giới tính,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Có,bỏ,bỏ,Tất cả các giới,Không,Có,Có,Có,bỏ,bỏ,Toàn ái (không mù giới) bán vô tính
1466,liên giới tính,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Có,bỏ,bỏ,Nhiều hơn hai giới,Bỏ,Có,Không,Có,bỏ,bỏ,Đa ái á tính
1467,liên giới tính,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Có,bỏ,bỏ,Nhiều hơn hai giới,Bỏ,Có,Không,Không,bỏ,bỏ,Đa ái á tính
1468,liên giới tính,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Có,bỏ,bỏ,Nhiều hơn hai giới,Bỏ,Có,Không hẳn,Có,bỏ,bỏ,Đa ái bán vô tính
1469,liên giới tính,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Có,bỏ,bỏ,Nhiều hơn hai giới,Bỏ,Có,Không hẳn,Không,bỏ,bỏ,Đa ái vô tính
1470,liên giới tính,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Có,bỏ,bỏ,Nhiều hơn hai giới,Bỏ,Có,Có,Không,bỏ,bỏ,Đa ái vô tính
1471,liên giới tính,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Có,bỏ,bỏ,Nhiều hơn hai giới,Bỏ,Có,Có,Có,bỏ,bỏ,Đa ái bán vô tính
1472,liên giới tính,Nam,Nữ,Nữ,Dị tính,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Dị tính
1473,liên giới tính,Nam,Nữ,Nam,Dị ái đồng tính,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Dị ái đồng tính
1474,liên giới tính,Nam,Nữ,Nam và Nữ,Dị ái song tính,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Dị ái song tính
1475,liên giới tính,Nam,Nữ,Nam và giới khác (2 giới),Dị ái song tính,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Dị ái song tính
1476,liên giới tính,Nam,Nữ,Nữ và giới khác (2 giới),Dị ái song tính,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Dị ái song tính
1477,liên giới tính,Nam,Nữ,Nhiều hơn hai giới ,Dị ái toàn tính,bỏ,bỏ,bỏ,bỏ,bỏ,Có,bỏ,bỏ,Tất cả các giới,Có,Dị ái toàn tính (mù giới)
1478,liên giới tính,Nam,Nữ,Nhiều hơn hai giới ,Dị ái toàn tính,bỏ,bỏ,bỏ,bỏ,bỏ,Có,bỏ,bỏ,Tất cả các giới,Không,Dị ái toàn tính (không mù giới)
1479,liên giới tính,Nam,Nữ,Nhiều hơn hai giới ,Dị ái toàn tính,bỏ,bỏ,bỏ,bỏ,bỏ,Có,bỏ,bỏ,Nhiều hơn hai giới,Bỏ,Dị ái đa tính
1480,liên giới tính,Nam,Nữ,Nhiều hơn hai giới ,Dị ái toàn tính,bỏ,bỏ,bỏ,bỏ,bỏ,Không,bỏ,bỏ,bỏ,bỏ,Dị ái toàn tính
1481,liên giới tính,Nam,Nam,Nữ,Đống ái dị tính,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Đống ái dị tính
1482,liên giới tính,Nam,Nam,Nam,Đồng tính,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Đồng tính
1483,liên giới tính,toàn,Nam,Nam và Nữ,Đồng ái song tính,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Đồng ái song tính
1484,liên giới tính,Nam,Nam,Nam và giới khác (2 giới),Đồng ái song tính,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Đồng ái song tính
1485,liên giới tính,Nam,Nam,Nữ và giới khác (2 giới),Đồng ái song tính,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Đồng ái song tính
1486,liên giới tính,Nam,Nam,Nhiều hơn hai giới ,Đồng ái toàn tính,bỏ,bỏ,bỏ,bỏ,bỏ,có,bỏ,bỏ,Tất cả các giới,Có,Đồng ái toàn tính (mù giới)
1487,liên giới tính,Nam,Nam,Nhiều hơn hai giới ,Đồng ái toàn tính,bỏ,bỏ,bỏ,bỏ,bỏ,có,bỏ,bỏ,Tất cả các giới,Không,Đồng ái toàn tính (không mù giới)
1488,liên giới tính,Nam,Nam,Nhiều hơn hai giới ,Đồng ái toàn tính,bỏ,bỏ,bỏ,bỏ,bỏ,có,bỏ,bỏ,Nhiều hơn hai giới,Bỏ,Đồng ái đa tính
1489,liên giới tính,Nam,Nam,Nhiều hơn hai giới ,Đồng ái toàn tính,bỏ,bỏ,bỏ,bỏ,bỏ,Không,bỏ,bỏ,bỏ,bỏ,Đồng ái toàn tính (không mù giới)
1490,liên giới tính,Nam,Nam và Nữ,Nữ,Song ái dị tính,bỏ,bỏ,bỏ,bỏ,bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Song ái dị tính
1491,liên giới tính,Nam,Nam và Nữ,Nam,Song ái đồng tính,bỏ,bỏ,bỏ,bỏ,bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Song ái đồng tính
1492,liên giới tính,Nam,Nam và Nữ,Nam và Nữ,Song tính,bỏ,bỏ,bỏ,bỏ,bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Song tính
1493,liên giới tính,Nam,Nam và Nữ,Nam và giới khác (2 giới),Song tính,bỏ,bỏ,bỏ,bỏ,bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Song tính
1494,liên giới tính,Nam,Nam và Nữ,Nữ và giới khác (2 giới),Song tính,bỏ,bỏ,bỏ,bỏ,bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Song tính
1495,liên giới tính,Nam,Nam và Nữ,Nhiều hơn hai giới ,Song ái toàn tính,bỏ,bỏ,bỏ,bỏ,bỏ,Có,Bỏ,Bỏ,Tất cả các giới,Có,Song ái toàn tính (mù giới)
1496,liên giới tính,Nam,Nam và Nữ,Nhiều hơn hai giới ,Song ái toàn tính,bỏ,bỏ,bỏ,bỏ,bỏ,Có,Bỏ,Bỏ,Tất cả các giới,Không,Song ái toàn tính (không mù giới)
1497,liên giới tính,Nam,Nam và Nữ,Nhiều hơn hai giới ,Song ái toàn tính,bỏ,bỏ,bỏ,bỏ,bỏ,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Đa ái toàn tính
1498,liên giới tính,Nam,Nam và Nữ,Nhiều hơn hai giới ,Song ái toàn tính,bỏ,bỏ,bỏ,bỏ,bỏ,Không,bỏ,bỏ,bỏ,bỏ,Song ái toàn tính
1499,liên giới tính,Nam,Nam và giới khác (2 giới),Nữ,Song ái dị tính,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Song ái dị tính
1500,liên giới tính,Nam,Nam và giới khác (2 giới),Nam,Song ái đồng tính,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Song ái đồng tính
1501,liên giới tính,Nam,Nam và giới khác (2 giới),Nam và Nữ,Song tính,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Song tính
1502,liên giới tính,Nam,Nam và giới khác (2 giới),Nam và giới khác (2 giới),Song tính,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Song tính
1503,liên giới tính,Nam,Nam và giới khác (2 giới),Nữ và giới khác (2 giới),Song tính,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Song tính
1504,liên giới tính,Nam,Nam và giới khác (2 giới),Nhiều hơn hai giới ,Song ái toàn tính,bỏ,bỏ,bỏ,bỏ,bỏ,Có,Tất cả các giới,Có,bỏ,bỏ,Song ái toàn tính (mù giới)
1505,liên giới tính,Nam,Nam và giới khác (2 giới),Nhiều hơn hai giới ,Song ái toàn tính,bỏ,bỏ,bỏ,bỏ,bỏ,Có,Tất cả các giới,Không,bỏ,bỏ,Song ái toàn tính (không mù giới)
1506,liên giới tính,Nam,Nam và giới khác (2 giới),Nhiều hơn hai giới ,Song ái toàn tính,bỏ,bỏ,bỏ,bỏ,bỏ,Có,Nhiều hơn hai giới,Bỏ,bỏ,bỏ,Đa ái toàn tính
1507,liên giới tính,Nam,Nam và giới khác (2 giới),Nhiều hơn hai giới ,Song ái toàn tính,bỏ,bỏ,bỏ,bỏ,bỏ,Không,bỏ,bỏ,bỏ,bỏ,Song ái toàn tính
1508,liên giới tính,Nam,Nữ và giới khác (2 giới),Nữ,Song ái dị tính,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Song ái dị tính
1509,liên giới tính,Nam,Nữ và giới khác (2 giới),Nam,Song ái đồng tính,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Song ái đồng tính
1510,liên giới tính,Nam,Nữ và giới khác (2 giới),Nam và Nữ,Song tính,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Song tính
1511,liên giới tính,Nam,Nữ và giới khác (2 giới),Nam và giới khác (2 giới),Song tính,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Song tính
1512,liên giới tính,Nam,Nữ và giới khác (2 giới),Nữ và giới khác (2 giới),Song tính,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Song tính
1513,liên giới tính,Nam,Nữ và giới khác (2 giới),Nhiều hơn hai giới ,Song ái toàn tính,bỏ,bỏ,bỏ,bỏ,bỏ,Có,Tất cả các giới,Có,bỏ,bỏ,Song ái toàn tính (mù giới)
1514,liên giới tính,Nam,Nữ và giới khác (2 giới),Nhiều hơn hai giới ,Song ái toàn tính,bỏ,bỏ,bỏ,bỏ,bỏ,Có,Tất cả các giới,Không,bỏ,bỏ,Song ái toàn tính (không mù giới)
1515,liên giới tính,Nam,Nữ và giới khác (2 giới),Nhiều hơn hai giới ,Song ái toàn tính,bỏ,bỏ,bỏ,bỏ,bỏ,Có,Nhiều hơn hai giới,Bỏ,bỏ,bỏ,Đa ái toàn tính
1516,liên giới tính,Nam,Nữ và giới khác (2 giới),Nhiều hơn hai giới ,Song ái toàn tính,bỏ,bỏ,bỏ,bỏ,bỏ,Không,bỏ,bỏ,bỏ,bỏ,Song ái toàn tính
1517,liên giới tính,Nam,Nhiều hơn hai giới ,Nữ,Toàn ái dị tính,Có,bỏ,bỏ,Tất cả các giới,Có,Không,bỏ,bỏ,bỏ,bỏ,Toàn ái (mù giới) dị tính
1518,liên giới tính,Nam,Nhiều hơn hai giới ,Nữ,Toàn ái dị tính,Có,bỏ,bỏ,Tất cả các giới,Không,Không,bỏ,bỏ,bỏ,bỏ,Toàn ái (không mù giới) dị tính
1519,liên giới tính,Nam,Nhiều hơn hai giới ,Nữ,Toàn ái dị tính,Có,bỏ,bỏ,Nhiều hơn hai giới,Bỏ,Không,bỏ,bỏ,bỏ,bỏ,Đa ái dị tính
1520,liên giới tính,Nam,Nhiều hơn hai giới ,Nữ,Toàn ái dị tính,Không,bỏ,bỏ,bỏ,Bỏ,không,bỏ,bỏ,bỏ,bỏ,Toàn ái dị tính
1521,liên giới tính,Nam,Nhiều hơn hai giới ,Nam,Toàn ái đồng tính,Có,bỏ,bỏ,Tất cả các giới,Có,không,bỏ,bỏ,bỏ,bỏ,Toàn ái (mù giới) đồng tính
1522,liên giới tính,Nam,Nhiều hơn hai giới ,Nam,Toàn ái đồng tính,Có,bỏ,bỏ,Tất cả các giới,Không,không,bỏ,bỏ,bỏ,bỏ,Toàn ái (không mù giới) đồng tính
1523,liên giới tính,Nam,Nhiều hơn hai giới ,Nam,Toàn ái đồng tính,Có,bỏ,bỏ,Nhiều hơn hai giới,Bỏ,không,bỏ,bỏ,bỏ,bỏ,Đa ái đồng tính
1524,liên giới tính,Nam,Nhiều hơn hai giới ,Nam,Toàn ái đồng tính,Không,bỏ,bỏ,bỏ,Bỏ,không,bỏ,bỏ,bỏ,bỏ,Toàn ái đồng tính
1525,liên giới tính,Nam,Nhiều hơn hai giới ,Nam và Nữ,Toàn ái song tính,Có,bỏ,bỏ,Tất cả các giới,Có,không,bỏ,bỏ,bỏ,bỏ,Toàn ái (mù giới) song tính
1526,liên giới tính,Nam,Nhiều hơn hai giới ,Nam và Nữ,Toàn ái song tính,Có ,bỏ,bỏ,Tất cả các giới,Không,không,bỏ,bỏ,bỏ,bỏ,Toàn ái (không mù giới) song tính
1527,liên giới tính,Nam,Nhiều hơn hai giới ,Nam và Nữ,Toàn ái song tính,có ,bỏ,bỏ,Nhiều hơn hai giới,Bỏ,không,bỏ,bỏ,bỏ,bỏ,Đa ái song tính
1528,liên giới tính,Nam,Nhiều hơn hai giới ,Nam và giới khác (2 giới),Toàn ái song tính,Không,bỏ,bỏ,bỏ,Bỏ,không,bỏ,bỏ,bỏ,bỏ,Toàn ái song tính
1529,liên giới tính,Nam,Nhiều hơn hai giới ,Nam và giới khác (2 giới),Toàn ái song tính,Có,bỏ,bỏ,Tất cả các giới,Có,không,bỏ,bỏ,bỏ,bỏ,Toàn ái (mù giới) song tính
1530,liên giới tính,Nam,Nhiều hơn hai giới ,Nam và giới khác (2 giới),Toàn ái song tính,Có,bỏ,bỏ,Tất cả các giới,Không,không,bỏ,bỏ,bỏ,bỏ,Toàn ái (không mù giới) song tính
1531,liên giới tính,Nam,Nhiều hơn hai giới ,Nam và giới khác (2 giới),Toàn ái song tính,Có,bỏ,bỏ,Nhiều hơn hai giới,Bỏ,không,bỏ,bỏ,bỏ,bỏ,Đa ái song tính
1532,liên giới tính,Nam,Nhiều hơn hai giới ,Nữ và giới khác (2 giới),Toàn ái song tính,Không,bỏ,bỏ,bỏ,Bỏ,không,bỏ,bỏ,bỏ,bỏ,Toàn ái song tính
1533,liên giới tính,Nam,Nhiều hơn hai giới ,Nữ và giới khác (2 giới),Toàn ái song tính,Có ,bỏ,bỏ,Tất cả các giới,Có,không,bỏ,bỏ,bỏ,bỏ,Toàn ái (mù giới) song tính
1534,liên giới tính,Nam,Nhiều hơn hai giới ,Nữ và giới khác (2 giới),Toàn ái song tính,Có ,bỏ,bỏ,Tất cả các giới,Không,không,bỏ,bỏ,bỏ,bỏ,Toàn ái (không mù giới) song tính
1535,liên giới tính,Nam,Nhiều hơn hai giới ,Nữ và giới khác (2 giới),Toàn ái song tính,Có,bỏ,bỏ,Nhiều hơn hai giới,Bỏ,không,bỏ,bỏ,bỏ,bỏ,Đa ái song tính
1536,liên giới tính,Nam,Nhiều hơn hai giới ,Nữ và giới khác (2 giới),Toàn ái song tính,Không,bỏ,bỏ,bỏ,Bỏ,không,bỏ,bỏ,bỏ,bỏ,Toàn ái song tính
1537,liên giới tính,Nam,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Toàn tính,Có ,bỏ,bỏ,Tất cả các giới,Có,Có,bỏ,bỏ,Tất cả các giới,Có,Toàn tính (mù giới)
1538,liên giới tính,Nam,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Toàn tính,Có ,bỏ,bỏ,Tất cả các giới,Có,Có,bỏ,bỏ,Tất cả các giới,Không,Toàn ái (mù giới) toàn tính (không mù giới)
1539,liên giới tính,Nam,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Toàn tính,Có,bỏ,bỏ,Tất cả các giới,Có,Có,bỏ,bỏ,Nhiều hơn hai giới,Bỏ,Toàn ái đa tính
1540,liên giới tính,Nam,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Toàn tính,Có ,bỏ,bỏ,Tất cả các giới,Không,Có,bỏ,bỏ,Tất cả các giới,Có,Toàn ái  (không mù giới) toàn tính (mù giới)
1541,liên giới tính,Nam,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Toàn tính,Có,bỏ,bỏ,Tất cả các giới,Không,Có,bỏ,bỏ,Tất cả các giới,Không,Toàn ái toàn tính (không mù giới)
1542,liên giới tính,Nam,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Toàn tính,Không,bỏ,bỏ,Tất cả các giới,Không,Có,bỏ,bỏ,Nhiều hơn hai giới,Bỏ,Toàn ái (không mù giới) đa tính
1543,liên giới tính,Nam,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Toàn tính,Có ,bỏ,bỏ,Nhiều hơn hai giới,Bỏ,Có,bỏ,bỏ,Tất cả các giới,Có,Đa ái toàn tính (mù giới)
1544,liên giới tính,Nam,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Toàn tính,Có ,bỏ,bỏ,Nhiều hơn hai giới,Bỏ,Có,bỏ,bỏ,Tất cả các giới,Không,Đa ái toàn tính (không mù giới)
1545,liên giới tính,Nam,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Toàn tính,Có,bỏ,bỏ,Nhiều hơn hai giới,Bỏ,Có,bỏ,bỏ,Nhiều hơn hai giới,Bỏ,Đa tính
1546,liên giới tính,Nam,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Toàn tính,Không,bỏ,bỏ,bỏ,bỏ,không,bỏ,bỏ,bỏ,bỏ,Toàn tính
1547,liên giới tính,Nam,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Toàn tính,Có,bỏ,bỏ,Tất cả các giới,Có,Không,bỏ,bỏ,bỏ,bỏ,Toán ái (mù giới) toàn tính
